,CustomerID,Number Of Purchases,Days From Last Purchase,Days From First Purchase,Total Revenue,Cluster Category
642,17552.0,719,60.0,372.0,930,2
643,16146.0,427,157.0,232.0,734,1
644,17253.0,43,18.0,18.0,178,3
645,15434.0,647,8.0,200.0,1041,1
646,17643.0,71,373.0,373.0,101,0
647,12461.0,287,94.0,154.0,826,1
648,14570.0,95,280.0,280.0,218,0
649,15517.0,293,233.0,233.0,267,0
650,15334.0,274,156.0,173.0,351,1
651,17621.0,514,21.0,354.0,1379,2
652,12492.0,192,63.0,105.0,263,3
653,17391.0,480,163.0,164.0,508,1
654,16825.0,566,38.0,185.0,775,1
655,15408.0,106,264.0,264.0,267,0
656,15260.0,885,100.0,372.0,1810,2
657,16441.0,173,67.0,291.0,381,2
658,17111.0,302,47.0,47.0,248,3
659,15856.0,11005,4.0,365.0,16387,2
660,14009.0,365,198.0,205.0,695,1
661,13668.0,3742,2.0,362.0,6363,2
662,17761.0,398,32.0,32.0,712,3
663,16906.0,281,81.0,248.0,579,1
664,15148.0,187,10.0,10.0,301,3
665,15009.0,642,12.0,25.0,1261,3
666,13115.0,1567,11.0,184.0,2294,1
667,13561.0,83,215.0,215.0,141,0
668,14341.0,1403,45.0,318.0,2182,2
669,17906.0,26,247.0,247.0,72,0
670,16713.0,4276,18.0,366.0,6923,2
671,16386.0,224,28.0,253.0,317,2
672,15407.0,558,33.0,305.0,1056,2
673,13067.0,32,82.0,82.0,115,3
674,17354.0,1006,50.0,50.0,1393,3
675,16413.0,148,56.0,56.0,262,3
676,17219.0,89,31.0,31.0,114,3
677,16624.0,488,80.0,197.0,810,1
678,18116.0,848,67.0,364.0,1418,2
679,16957.0,172,239.0,281.0,416,0
680,16204.0,231,23.0,23.0,405,3
681,16897.0,73,299.0,313.0,289,0
682,17737.0,108,9.0,58.0,168,3
683,16062.0,800,9.0,364.0,1153,2
684,16052.0,282,54.0,54.0,362,3
685,12701.0,678,79.0,242.0,797,1
686,13001.0,5505,4.0,326.0,9818,2
687,17758.0,2091,19.0,250.0,3456,2
688,16963.0,35,187.0,187.0,110,1
689,13447.0,584,23.0,35.0,1129,3
690,12535.0,219,91.0,186.0,716,1
691,14426.0,2699,23.0,312.0,4481,2
692,16497.0,1396,49.0,333.0,2965,2
693,12749.0,1471,3.0,213.0,4090,1
694,12633.0,1162,58.0,287.0,2163,2
695,16159.0,236,281.0,281.0,348,0
696,18221.0,791,22.0,211.0,1041,1
697,12448.0,243,44.0,44.0,449,3
698,12526.0,632,0.0,94.0,1316,3
699,16999.0,294,23.0,74.0,484,3
700,15708.0,1267,40.0,369.0,3364,2
701,13455.0,354,24.0,366.0,1058,2
702,15143.0,150,225.0,225.0,259,0
703,16193.0,219,236.0,236.0,314,0
704,14961.0,3708,10.0,360.0,7044,2
705,13255.0,177,9.0,373.0,399,2
706,17076.0,295,36.0,364.0,841,2
707,16872.0,600,77.0,184.0,680,1
708,14965.0,365,96.0,96.0,598,3
709,17331.0,16,123.0,123.0,175,1
710,15898.0,570,1.0,368.0,1388,2
711,15730.0,689,65.0,206.0,1120,1
712,12475.0,535,53.0,53.0,723,3
713,13158.0,784,94.0,318.0,1201,2
714,17460.0,236,94.0,373.0,622,2
715,16054.0,380,145.0,145.0,783,1
716,14321.0,2406,10.0,333.0,1530,2
717,16241.0,1453,9.0,369.0,2607,2
718,13283.0,90,59.0,185.0,93,1
719,12373.0,197,311.0,311.0,364,0
720,17490.0,1134,0.0,176.0,2092,1
721,13502.0,264,16.0,323.0,292,2
722,13570.0,161,243.0,243.0,239,0
723,16629.0,493,73.0,96.0,417,3
724,14504.0,308,47.0,278.0,673,2
725,16751.0,1031,30.0,30.0,1764,3
726,14493.0,1285,7.0,155.0,2383,1
727,12753.0,11421,22.0,362.0,21429,2
728,15628.0,1894,4.0,366.0,2870,2
729,17521.0,519,29.0,199.0,723,1
730,15986.0,268,30.0,30.0,168,3
731,17353.0,1200,129.0,154.0,1740,1
732,15398.0,769,16.0,78.0,1345,3
733,15938.0,240,112.0,323.0,404,2
734,15921.0,166,172.0,172.0,336,1
735,14866.0,6752,10.0,366.0,14389,2
736,12423.0,1339,0.0,353.0,1859,2
737,12791.0,97,373.0,373.0,192,0
738,12688.0,3028,113.0,113.0,4873,1
739,12733.0,137,234.0,234.0,383,0
740,12571.0,523,39.0,121.0,519,3
741,12356.0,1591,22.0,325.0,2811,2
742,17591.0,1009,73.0,367.0,2225,2
743,14546.0,1317,5.0,248.0,2578,2
744,15066.0,317,53.0,53.0,893,3
745,13881.0,10118,3.0,311.0,17159,2
746,16332.0,801,28.0,305.0,1593,2
747,16364.0,280,11.0,137.0,707,3
748,18184.0,60,15.0,15.0,49,3
749,14220.0,272,247.0,358.0,632,0
750,16341.0,1398,24.0,201.0,1971,1
751,15632.0,2109,15.0,274.0,3285,2
752,16801.0,499,163.0,273.0,1619,1
753,13397.0,430,72.0,339.0,1544,2
754,15819.0,1357,49.0,276.0,1905,2
755,14360.0,1151,31.0,94.0,2128,3
756,16037.0,428,269.0,358.0,855,0
757,16295.0,841,9.0,64.0,1328,3
758,15897.0,261,194.0,194.0,222,1
759,13144.0,21,332.0,332.0,110,0
760,13489.0,560,105.0,294.0,449,2
761,17193.0,1254,35.0,176.0,1699,1
762,16569.0,93,3.0,3.0,124,3
763,15975.0,243,84.0,84.0,371,3
764,17350.0,795,8.0,51.0,1286,3
765,16412.0,73,53.0,53.0,151,3
766,15045.0,114,151.0,257.0,735,1
767,14409.0,1230,71.0,368.0,2059,2
768,15763.0,271,31.0,77.0,1086,3
769,13760.0,197,54.0,256.0,286,1
770,14855.0,267,119.0,134.0,645,1
771,13751.0,152,288.0,288.0,296,0
772,14554.0,1478,10.0,52.0,2381,3
773,17696.0,1756,38.0,364.0,2285,2
774,16697.0,27,241.0,241.0,112,0
775,15091.0,346,67.0,67.0,480,3
776,13448.0,1660,16.0,373.0,3539,2
777,13272.0,96,31.0,89.0,276,3
778,12509.0,55,284.0,284.0,176,0
779,13759.0,287,33.0,71.0,659,3
780,17936.0,262,5.0,5.0,389,3
781,16477.0,1415,63.0,371.0,2494,2
782,14758.0,419,144.0,259.0,1484,1
783,15910.0,1015,0.0,316.0,1232,2
784,14452.0,119,10.0,93.0,264,3
785,17961.0,560,21.0,372.0,1296,2
786,13814.0,864,92.0,137.0,1579,1
787,13867.0,513,31.0,218.0,1015,1
788,15034.0,2422,15.0,353.0,4308,2
789,16048.0,144,373.0,373.0,256,0
790,14597.0,577,11.0,191.0,883,1
791,14020.0,441,16.0,88.0,642,3
792,14672.0,454,234.0,336.0,765,0
793,12642.0,552,25.0,107.0,1013,3
794,14359.0,371,19.0,87.0,912,3
795,17222.0,128,65.0,65.0,354,3
796,15610.0,66,51.0,51.0,112,3
797,13238.0,298,17.0,360.0,700,2
798,14664.0,466,19.0,33.0,637,3
799,13715.0,563,281.0,372.0,1079,0
800,13030.0,394,11.0,368.0,799,2
801,14064.0,1788,29.0,274.0,1353,2
802,16969.0,816,39.0,191.0,650,1
803,16127.0,323,39.0,39.0,656,3
804,14475.0,447,71.0,304.0,925,2
805,12622.0,69,232.0,232.0,180,0
806,13507.0,1597,3.0,145.0,2479,3
807,16674.0,188,54.0,98.0,319,3
808,15716.0,744,145.0,369.0,1118,2
809,14725.0,593,24.0,24.0,718,3
810,16070.0,457,22.0,32.0,852,3
811,14167.0,150,39.0,331.0,574,2
812,16366.0,256,18.0,18.0,327,3
813,14645.0,381,156.0,275.0,597,1
814,16878.0,12,84.0,84.0,13,3
815,17251.0,110,362.0,362.0,283,0
816,15862.0,585,8.0,373.0,832,2
817,16175.0,533,94.0,240.0,1037,1
818,14496.0,159,311.0,373.0,538,0
819,14306.0,1075,51.0,85.0,2093,3
820,15945.0,52,365.0,365.0,181,0
821,14382.0,1237,26.0,26.0,626,3
822,13085.0,216,157.0,295.0,416,0
823,16093.0,20,106.0,106.0,17,3
824,17917.0,187,45.0,362.0,341,2
825,14754.0,486,44.0,295.0,638,2
826,12390.0,353,79.0,79.0,549,3
827,17973.0,176,51.0,51.0,337,3
828,14903.0,1536,21.0,278.0,2810,2
829,13080.0,120,179.0,179.0,58,1
830,13420.0,101,149.0,170.0,159,1
831,14987.0,128,15.0,365.0,326,2
832,14080.0,48,32.0,32.0,45,3
833,13753.0,512,287.0,287.0,741,0
834,15270.0,1521,15.0,310.0,2379,2
835,15128.0,1343,60.0,219.0,1471,1
836,14675.0,341,16.0,16.0,604,3
837,14895.0,4851,7.0,290.0,11138,2
838,14271.0,88,225.0,225.0,112,0
839,14727.0,62,274.0,274.0,268,0
840,15493.0,560,32.0,270.0,2001,2
841,12653.0,919,148.0,296.0,2209,2
842,16214.0,420,170.0,269.0,1062,0
843,15423.0,101,38.0,38.0,43,3
844,14311.0,146,242.0,242.0,310,0
845,17718.0,83,232.0,232.0,139,0
846,15528.0,123,254.0,254.0,229,0
847,12977.0,12,156.0,156.0,39,1
848,13118.0,410,19.0,288.0,1197,2
849,15090.0,208,308.0,308.0,381,0
850,15210.0,228,225.0,225.0,331,0
851,18004.0,78,362.0,362.0,169,0
852,14974.0,44,37.0,37.0,114,3
853,17850.0,1733,372.0,373.0,5391,0
854,13816.0,269,23.0,64.0,571,3
855,12579.0,285,78.0,78.0,440,3
856,16190.0,88,40.0,40.0,215,3
857,14467.0,278,17.0,312.0,598,2
858,15803.0,290,51.0,51.0,415,3
859,16726.0,977,26.0,361.0,1382,2
860,12484.0,2191,32.0,336.0,4541,2
861,16394.0,2604,56.0,289.0,1555,2
862,12879.0,370,44.0,91.0,573,3
863,15790.0,114,10.0,10.0,220,3
864,13004.0,4822,11.0,357.0,5655,2
865,17083.0,772,109.0,303.0,1405,2
866,13487.0,265,57.0,353.0,575,2
867,15551.0,218,36.0,36.0,436,3
868,16203.0,262,58.0,372.0,592,2
869,16850.0,249,333.0,333.0,332,0
870,15450.0,376,30.0,30.0,429,3
871,17752.0,192,359.0,359.0,80,0
872,14135.0,3850,1.0,372.0,4690,2
873,12639.0,201,238.0,238.0,486,0
874,14857.0,464,59.0,148.0,1173,1
875,12458.0,506,71.0,284.0,947,2
876,15301.0,2775,50.0,368.0,5070,2
877,12515.0,131,353.0,353.0,383,0
878,17062.0,430,313.0,369.0,538,0
879,15840.0,396,58.0,172.0,355,1
880,13686.0,70,182.0,182.0,72,1
881,18014.0,68,28.0,28.0,166,3
882,16971.0,72,38.0,38.0,357,3
883,12422.0,370,95.0,324.0,803,2
884,14931.0,417,4.0,240.0,1257,2
885,17333.0,375,85.0,85.0,494,3
886,16096.0,155,264.0,264.0,320,0
887,14390.0,2136,10.0,372.0,4652,2
888,12386.0,354,337.0,366.0,401,0
889,16200.0,523,4.0,164.0,1080,1
890,12474.0,4847,17.0,329.0,7375,2
891,13037.0,431,138.0,256.0,881,1
892,12552.0,88,38.0,39.0,437,3
893,17742.0,89,113.0,332.0,355,2
894,16425.0,199,302.0,302.0,302,0
895,17896.0,288,23.0,23.0,256,3
896,14482.0,1646,18.0,239.0,2068,1
897,16125.0,124,367.0,367.0,289,0
898,16966.0,1981,8.0,240.0,2154,2
899,18129.0,48,243.0,243.0,112,0
900,17511.0,64549,2.0,373.0,91062,2
901,12963.0,881,8.0,365.0,1856,2
902,16326.0,709,5.0,334.0,3110,2
903,16347.0,353,11.0,36.0,887,3
904,16891.0,283,1.0,371.0,809,2
905,14962.0,44,270.0,270.0,126,0
906,17775.0,72,254.0,254.0,56,0
907,16680.0,94,43.0,43.0,183,3
908,13414.0,1574,133.0,296.0,1390,2
909,14049.0,3870,16.0,317.0,5681,2
910,14836.0,45,10.0,30.0,102,3
911,16461.0,49,177.0,177.0,151,1
912,12350.0,197,310.0,310.0,334,0
913,16345.0,289,44.0,44.0,575,3
914,12426.0,258,194.0,194.0,582,1
915,15264.0,265,64.0,64.0,393,3
916,13780.0,318,7.0,170.0,360,1
917,15458.0,156,25.0,25.0,161,3
918,15687.0,1310,8.0,330.0,2993,2
919,12794.0,592,53.0,98.0,860,3
920,15339.0,416,66.0,318.0,574,2
921,17956.0,1,249.0,249.0,12,0
922,14481.0,489,164.0,287.0,636,0
923,17652.0,2509,25.0,281.0,4867,2
924,14963.0,1176,9.0,183.0,1487,1
925,13544.0,127,39.0,240.0,291,1
926,12839.0,3807,2.0,367.0,5591,2
927,16828.0,59,93.0,112.0,128,3
928,17025.0,235,60.0,373.0,357,2
929,16998.0,76,149.0,304.0,295,2
930,17419.0,1876,11.0,367.0,4226,2
931,17625.0,1198,18.0,257.0,2047,2
932,12955.0,3664,1.0,267.0,4757,2
933,17920.0,2516,4.0,373.0,4204,2
934,12865.0,925,26.0,123.0,1568,3
935,12565.0,80,288.0,288.0,145,0
936,15526.0,24,33.0,33.0,148,3
937,18045.0,142,45.0,45.0,189,3
938,12624.0,355,106.0,177.0,641,1
939,12855.0,30,372.0,372.0,38,0
940,13343.0,135,177.0,177.0,353,1
941,16217.0,91,235.0,282.0,304,0
942,12843.0,781,65.0,264.0,1702,2
943,13157.0,1439,49.0,298.0,1741,2
944,12893.0,96,30.0,30.0,188,3
945,15940.0,4,311.0,311.0,35,0
946,13282.0,307,18.0,220.0,1132,1
947,13186.0,820,39.0,128.0,1575,3
948,17865.0,5757,30.0,364.0,10526,2
949,17029.0,400,110.0,236.0,716,1
950,12522.0,194,39.0,51.0,192,3
951,16007.0,1393,47.0,215.0,1701,1
952,13131.0,447,23.0,187.0,1073,1
953,16042.0,755,22.0,332.0,1197,2
954,17457.0,826,126.0,339.0,1737,2
955,14869.0,550,8.0,103.0,725,3
956,13962.0,87,21.0,245.0,169,2
957,17046.0,510,157.0,157.0,642,1
958,12944.0,289,35.0,354.0,604,2
959,14582.0,73,40.0,40.0,114,3
960,16782.0,712,10.0,365.0,2279,2
961,17604.0,169,217.0,312.0,309,0
962,16932.0,87,53.0,53.0,161,3
963,15733.0,62,282.0,282.0,162,0
964,13716.0,138,269.0,269.0,138,0
965,16466.0,789,33.0,292.0,1603,2
966,13475.0,1012,191.0,298.0,1431,0
967,13467.0,584,10.0,36.0,1083,3
968,13848.0,3700,92.0,366.0,1255,2
969,17789.0,74,281.0,281.0,225,0
970,13134.0,1059,85.0,240.0,1793,1
971,17389.0,7612,0.0,331.0,31833,2
972,12673.0,351,5.0,326.0,610,2
973,15505.0,2390,52.0,155.0,3610,1
974,16361.0,421,9.0,71.0,896,3
975,12866.0,171,283.0,283.0,559,0
976,17247.0,106,15.0,15.0,282,3
977,14722.0,120,147.0,147.0,187,1
978,16528.0,171,3.0,3.0,244,3
979,12808.0,188,36.0,368.0,483,2
980,15219.0,45,176.0,176.0,305,1
981,16379.0,1410,4.0,78.0,2157,3
982,15007.0,69,159.0,159.0,156,1
983,17631.0,334,1.0,232.0,528,1
984,14066.0,45,266.0,266.0,152,0
985,13851.0,1705,95.0,288.0,2651,2
986,14413.0,68,362.0,362.0,122,0
987,16558.0,5377,0.0,366.0,8338,2
988,16115.0,1001,9.0,292.0,1667,2
989,13391.0,4,203.0,203.0,59,1
990,14377.0,219,191.0,262.0,617,0
991,18242.0,1017,72.0,213.0,2232,1
992,13681.0,360,17.0,155.0,827,1
993,15440.0,197,54.0,208.0,383,1
994,12601.0,245,189.0,332.0,577,0
995,17537.0,700,29.0,303.0,897,2
996,16789.0,32,8.0,8.0,80,3
997,14690.0,170,44.0,151.0,371,1
998,18193.0,124,165.0,165.0,243,1
999,13107.0,1293,44.0,333.0,1531,2
1000,18099.0,149,127.0,127.0,168,1
1001,15035.0,245,89.0,89.0,252,3
1002,17383.0,150,4.0,4.0,199,3
1003,16757.0,81,318.0,318.0,106,0
1004,16123.0,170,51.0,51.0,307,3
1005,16952.0,92,109.0,109.0,167,1
1006,17774.0,512,96.0,305.0,1225,2
1007,14185.0,6,331.0,331.0,197,0
1008,14108.0,381,30.0,101.0,597,3
1009,15764.0,2050,88.0,276.0,3279,2
1010,13889.0,146,92.0,92.0,416,3
1011,13705.0,363,7.0,373.0,711,2
1012,13992.0,64,30.0,30.0,76,3
1013,14551.0,106,18.0,204.0,186,1
1014,12721.0,1959,31.0,354.0,2656,2
1015,13675.0,330,151.0,284.0,486,1
1016,17925.0,72,372.0,372.0,244,0
1017,12707.0,256,291.0,291.0,603,0
1018,15010.0,184,35.0,35.0,308,3
1019,14868.0,1405,3.0,233.0,2953,1
1020,15581.0,286,120.0,366.0,3679,2
1021,14344.0,477,127.0,368.0,889,2
1022,15951.0,313,8.0,285.0,708,2
1023,13940.0,516,17.0,144.0,839,3
1024,14780.0,310,54.0,79.0,447,3
1025,14035.0,739,28.0,297.0,1428,2
1026,16006.0,84,211.0,211.0,101,0
1027,17950.0,366,72.0,365.0,482,2
1028,18027.0,78,98.0,98.0,115,3
1029,17629.0,1629,5.0,359.0,1814,2
1030,12815.0,379,147.0,198.0,1063,1
1031,17152.0,517,194.0,263.0,1689,0
1032,12940.0,411,54.0,87.0,913,3
1033,13160.0,56,22.0,22.0,91,3
1034,17526.0,310,4.0,365.0,1195,2
1035,15460.0,109,354.0,354.0,216,0
1036,16414.0,27,21.0,280.0,126,2
1037,16171.0,24,59.0,59.0,73,3
1038,15556.0,236,24.0,24.0,279,3
1039,17461.0,799,22.0,29.0,757,3
1040,14039.0,92,33.0,33.0,152,3
1041,12704.0,1006,7.0,169.0,2340,1
1042,15244.0,405,65.0,248.0,631,1
1043,13372.0,159,89.0,89.0,378,3
1044,14684.0,853,25.0,362.0,1236,2
1045,14210.0,760,105.0,371.0,1905,2
1046,15050.0,1224,25.0,71.0,1782,3
1047,13299.0,30,268.0,268.0,142,0
1048,16859.0,827,144.0,261.0,747,1
1049,18053.0,302,70.0,70.0,300,3
1050,12682.0,5575,3.0,371.0,12288,2
1051,17169.0,526,57.0,183.0,835,1
1052,15503.0,74,362.0,362.0,147,0
1053,15379.0,2305,169.0,358.0,3703,0
1054,16806.0,378,103.0,239.0,801,1
1055,16071.0,180,44.0,44.0,326,3
1056,15709.0,121,283.0,283.0,133,0
1057,12507.0,894,134.0,298.0,1304,2
1058,15402.0,694,148.0,196.0,626,1
1059,16759.0,609,7.0,30.0,789,3
1060,13871.0,2806,22.0,308.0,6403,2
1061,14195.0,760,201.0,252.0,1011,0
1062,17802.0,752,82.0,372.0,1285,2
1063,15508.0,440,189.0,235.0,1000,0
1064,17732.0,93,372.0,372.0,303,0
1065,17962.0,128,142.0,142.0,102,1
1066,13525.0,394,14.0,248.0,628,2
1067,15133.0,680,127.0,301.0,982,2
1068,12942.0,203,131.0,365.0,683,2
1069,15574.0,349,177.0,372.0,702,0
1070,15417.0,284,85.0,85.0,508,3
1071,17466.0,306,10.0,78.0,763,3
1072,12591.0,228,317.0,317.0,452,0
1073,13430.0,751,18.0,86.0,679,3
1074,17877.0,98,170.0,170.0,237,1
1075,16059.0,643,65.0,367.0,1459,2
1076,15606.0,892,61.0,324.0,2920,2
1077,15781.0,180,25.0,305.0,345,2
1078,15738.0,2982,18.0,372.0,4812,2
1079,13213.0,1360,56.0,199.0,1520,1
1080,12920.0,129,17.0,17.0,164,3
1081,18006.0,220,23.0,23.0,444,3
1082,14586.0,444,276.0,276.0,237,0
1083,13103.0,82,39.0,39.0,243,3
1084,14234.0,963,22.0,57.0,775,3
1085,12851.0,109,96.0,96.0,135,3
1086,14060.0,5386,4.0,372.0,6140,2
1087,16746.0,4665,4.0,358.0,6697,2
1088,15127.0,251,65.0,65.0,406,3
1089,15694.0,1677,0.0,372.0,6479,2
1090,17651.0,3112,11.0,177.0,3945,1
1091,15756.0,242,61.0,249.0,532,1
1092,17358.0,202,303.0,355.0,365,0
1093,13678.0,924,151.0,151.0,232,1
1094,16899.0,522,7.0,360.0,1281,2
1095,15070.0,36,372.0,372.0,106,0
1096,12357.0,2708,33.0,33.0,6207,3
1097,15004.0,630,147.0,147.0,1246,1
1098,15251.0,6171,9.0,241.0,10484,2
1099,14357.0,148,43.0,43.0,225,3
1100,16668.0,318,15.0,284.0,306,2
1101,12779.0,2024,37.0,371.0,3981,2
1102,13777.0,12897,0.0,373.0,25977,2
1103,13221.0,244,240.0,359.0,847,0
1104,17573.0,308,29.0,93.0,380,3
1105,17426.0,3094,8.0,282.0,5037,2
1106,13522.0,44,30.0,30.0,125,3
1107,12520.0,1439,79.0,273.0,2634,2
1108,13370.0,343,371.0,371.0,754,0
1109,15993.0,2051,8.0,44.0,2797,3
1110,14830.0,169,53.0,53.0,197,3
1111,18077.0,1878,8.0,366.0,2633,2
1112,16013.0,15536,3.0,371.0,37130,2
1113,16270.0,688,353.0,353.0,1141,0
1114,13349.0,225,10.0,10.0,247,3
1115,17843.0,113,303.0,303.0,205,0
1116,17781.0,34,159.0,253.0,188,1
1117,12714.0,3069,9.0,294.0,4708,2
1118,15744.0,120,77.0,77.0,34,3
1119,17125.0,291,50.0,50.0,259,3
1120,15917.0,42,247.0,247.0,123,0
1121,14472.0,1160,103.0,355.0,1936,2
1122,13718.0,173,246.0,295.0,306,0
1123,15864.0,1192,22.0,316.0,1936,2
1124,16170.0,1770,50.0,248.0,1885,1
1125,17978.0,499,365.0,365.0,300,0
1126,15349.0,327,158.0,187.0,473,1
1127,14834.0,734,17.0,240.0,1720,1
1128,12884.0,43,88.0,88.0,309,3
1129,13449.0,222,23.0,23.0,291,3
1130,17805.0,478,73.0,73.0,512,3
1131,14158.0,781,40.0,40.0,507,3
1132,18133.0,1350,212.0,212.0,931,0
1133,16142.0,422,249.0,249.0,535,0
1134,15549.0,698,77.0,316.0,1693,2
1135,15634.0,99,17.0,17.0,243,3
1136,16863.0,409,31.0,366.0,502,2
1137,15027.0,565,30.0,238.0,1066,1
1138,16690.0,138,72.0,201.0,225,1
1139,14415.0,3011,1.0,360.0,5900,2
1140,17691.0,134,358.0,368.0,290,0
1141,12429.0,1557,9.0,365.0,3750,2
1142,15906.0,544,19.0,255.0,1567,2
1143,14772.0,82,112.0,112.0,139,1
1144,13767.0,7322,2.0,373.0,17220,2
1145,12481.0,3304,22.0,365.0,5596,2
1146,17367.0,150,238.0,238.0,168,0
1147,16535.0,356,5.0,5.0,593,3
1148,13300.0,203,169.0,169.0,371,1
1149,17262.0,367,52.0,366.0,1253,2
1150,15980.0,1560,88.0,254.0,2398,1
1151,17033.0,750,86.0,359.0,1030,2
1152,12672.0,78,329.0,329.0,225,0
1153,16949.0,791,3.0,316.0,1286,2
1154,16546.0,549,290.0,372.0,787,0
1155,12553.0,1965,8.0,329.0,3692,2
1156,14950.0,136,19.0,19.0,371,3
1157,18225.0,3244,3.0,365.0,5509,2
1158,13089.0,31070,2.0,369.0,58825,2
1159,12876.0,1941,57.0,196.0,2218,1
1160,16567.0,996,194.0,336.0,865,0
1161,17538.0,134,25.0,25.0,98,3
1162,15541.0,49,114.0,114.0,85,1
1163,17646.0,323,219.0,365.0,1008,0
1164,18118.0,2882,10.0,369.0,5653,2
1165,17190.0,161,58.0,207.0,444,1
1166,14077.0,268,40.0,274.0,499,2
1167,17429.0,624,128.0,218.0,524,1
1168,15186.0,215,14.0,168.0,411,1
1169,17969.0,152,166.0,361.0,228,0
1170,12599.0,956,29.0,304.0,1032,2
1171,12697.0,508,28.0,169.0,957,1
1172,14055.0,216,106.0,106.0,725,3
1173,13822.0,611,5.0,40.0,632,3
1174,16557.0,111,24.0,137.0,281,3
1175,14287.0,261,8.0,198.0,176,1
1176,13203.0,800,9.0,242.0,869,2
1177,14075.0,754,4.0,261.0,942,2
1178,17450.0,69993,8.0,367.0,194550,2
1179,14898.0,1020,23.0,371.0,1303,2
1180,14503.0,2004,3.0,178.0,3543,1
1181,18178.0,983,128.0,364.0,1590,2
1182,15996.0,384,88.0,366.0,1060,2
1183,13634.0,704,33.0,327.0,1575,2
1184,13517.0,1369,59.0,179.0,2128,1
1185,13778.0,70,103.0,103.0,178,3
1186,15385.0,161,40.0,40.0,316,3
1187,14533.0,4019,24.0,352.0,1949,2
1188,13801.0,168,66.0,66.0,324,3
1189,17603.0,74,78.0,78.0,394,3
1190,17213.0,1176,40.0,366.0,2781,2
1191,18169.0,61,60.0,60.0,202,3
1192,17321.0,373,8.0,67.0,700,3
1193,16282.0,114,339.0,339.0,168,0
1194,15111.0,710,29.0,372.0,1567,2
1195,16026.0,243,43.0,43.0,236,3
1196,18085.0,265,330.0,373.0,689,0
1197,12722.0,566,85.0,150.0,997,1
1198,17038.0,28,30.0,30.0,112,3
1199,15071.0,269,93.0,275.0,982,2
1200,18212.0,101,326.0,326.0,248,0
1201,17869.0,111,107.0,368.0,428,2
1202,13711.0,140,218.0,218.0,252,0
1203,15456.0,660,283.0,359.0,447,0
1204,16424.0,88,191.0,191.0,133,1
1205,15831.0,1105,58.0,324.0,801,2
1206,17650.0,150,21.0,21.0,166,3
1207,16880.0,753,30.0,189.0,1519,1
1208,15088.0,460,21.0,67.0,1160,3
1209,14859.0,671,12.0,204.0,1353,1
1210,15356.0,1673,31.0,368.0,2766,2
1211,13316.0,6948,37.0,254.0,5977,2
1212,13171.0,229,21.0,299.0,468,2
1213,16978.0,166,77.0,77.0,344,3
1214,17724.0,300,71.0,138.0,1033,1
1215,13555.0,2660,73.0,201.0,4149,1
1216,16198.0,129,75.0,75.0,400,3
1217,13188.0,25,11.0,11.0,114,3
1218,14779.0,84,280.0,323.0,386,0
1219,13388.0,282,131.0,131.0,677,1
1220,12885.0,655,63.0,123.0,1175,3
1221,17451.0,1203,1.0,105.0,1721,3
1222,15703.0,66,264.0,264.0,211,0
1223,15952.0,399,33.0,225.0,806,1
1224,13436.0,76,1.0,1.0,196,3
1225,14560.0,1260,7.0,357.0,2237,2
1226,12539.0,2067,22.0,333.0,5568,2
1227,14865.0,108,7.0,372.0,52,2
1228,15222.0,440,318.0,318.0,585,0
1229,15948.0,567,8.0,43.0,955,3
1230,13596.0,406,5.0,12.0,697,3
1231,13176.0,453,46.0,46.0,492,3
1232,17060.0,216,266.0,266.0,234,0
1233,13427.0,545,19.0,215.0,582,1
1234,17813.0,790,14.0,71.0,1770,3
1235,18220.0,288,226.0,226.0,305,0
1236,13737.0,125,200.0,200.0,339,1
1237,16793.0,146,57.0,57.0,243,3
1238,16024.0,398,12.0,12.0,251,3
1239,15820.0,128,319.0,319.0,206,0
1240,13774.0,192,81.0,81.0,344,3
1241,13865.0,204,58.0,289.0,501,2
1242,12868.0,928,185.0,373.0,1607,0
1243,17898.0,190,85.0,207.0,152,1
1244,16207.0,140,25.0,25.0,394,3
1245,17022.0,108,31.0,31.0,71,3
1246,17642.0,474,119.0,176.0,712,1
1247,12915.0,93,148.0,372.0,363,2
1248,17268.0,844,107.0,245.0,763,1
1249,14051.0,3756,0.0,366.0,15610,2
1250,17237.0,105,11.0,22.0,314,3
1251,12922.0,370,161.0,161.0,405,1
1252,15776.0,138,133.0,133.0,241,1
1253,18248.0,511,122.0,186.0,804,1
1254,18081.0,195,36.0,133.0,343,3
1255,16293.0,982,21.0,367.0,2248,2
1256,16153.0,1073,49.0,354.0,1824,2
1257,17086.0,1859,7.0,63.0,2050,3
1258,14959.0,494,64.0,296.0,695,2
1259,12569.0,1801,2.0,252.0,4124,2
1260,17611.0,2560,7.0,361.0,3984,2
1261,13083.0,187,4.0,75.0,303,3
1262,16255.0,1767,16.0,365.0,2619,2
1263,15201.0,1210,87.0,247.0,1236,1
1264,18121.0,450,149.0,154.0,673,1
1265,12997.0,664,22.0,317.0,1226,2
1266,13094.0,1716,21.0,368.0,1927,2
1267,18179.0,1360,9.0,336.0,1793,2
1268,15254.0,275,127.0,127.0,300,1
1269,15721.0,409,11.0,11.0,507,3
1270,15909.0,98,173.0,173.0,191,1
1271,17345.0,346,15.0,196.0,537,1
1272,17010.0,118,18.0,18.0,195,3
1273,17245.0,75,204.0,204.0,171,1
1274,18283.0,1397,3.0,337.0,2094,2
